"","GSM3124520","GSM3124521","GSM3124522","GSM3124523","GSM3124524","GSM3124525","GSM3124526","GSM3124527","GSM3124528","GSM3124529","GSM3124530","GSM3124531","GSM3124532","GSM3124533","GSM3124534","GSM3124535","GSM3124536","GSM3124537","GSM3124538","GSM3124539","GSM3124540","GSM3124541","GSM3124542","GSM3124543","GSM3124544","GSM3124545","GSM3124546","GSM3124547","GSM3124548","GSM3124549","GSM3124550","GSM3124551","GSM3124552","GSM3124553","GSM3124554","GSM3124555","GSM3124556","GSM3124557","GSM3124558","GSM3124559"
"hsa-miR-98-5p",-1.959,-1.822,-0.597,-0.566,-1.443,0.392,-0.202,-0.425,0.413,-0.873,-0.608,-0.482,-0.265,-1.639,0.698,-0.583,-1.904,-0.873,-0.925,-0.472,-0.489,0.255,0.352,-1.195,0.169,0.322,0.135,0.379,0.567,-0.884,-0.935,-0.327,-3.322,-0.413,-1.845,-1.761,-0.968,-0.659,-0.917,-1.596
"hsa-miR-99a-5p",-1.607,-2.003,-3.322,-3.322,-3.308,-1.963,-1.67,-1.607,-2.703,-0.837,-1.664,-1.423,-2.667,-2.845,-2.707,-3.116,-3.26,-3.322,-3.061,-3.322,-1.843,-2.036,-1.336,-2.895,-3.099,-2.785,-3.156,-2.724,-2.602,-2.338,-2.335,-2.12,-0.078,-2.768,-0.698,-3.322,-2.974,-2.55,-3.06,-2.113
"hsa-miR-99a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-100-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.097,-3.322,-2.712,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.813,-2.283,-2.18,-3.322,-3.322,-3.322,-3.322,-3.322,-3.263,-3.26,-3.322,-2.948,-2.483,-3.143,-2.343,-3.322,-3.322,-3.195,-3.322,-3.322
"hsa-miR-100-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-101-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-101-3p",-1.866,-2.201,-2.123,-2.526,-2.588,-2.927,-2.734,-1.696,-2.91,-1.676,-2.19,-0.983,-2.218,-1.806,-2.133,-0.194,-2.235,-1.528,-0.854,-0.637,0.552,0.739,0.858,-1.423,-1.569,-0.525,-1.445,-1.351,-0.344,-1.101,0.919,0.413,-0.522,-0.382,-0.94,-3.322,-1.139,0.623,-0.92,-0.33
"hsa-miR-29b-1-5p",-2.218,-1.112,-1.404,-1.408,-1.312,-0.817,-0.947,0.7,-3.163,-2.826,-1.519,-1.344,-1.355,-1.011,-1.677,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-29b-3p",-3.203,-3.322,-3.322,-3.322,-3.322,-2.656,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.901,-3.322,-2.215,-1.402,-1.423,-1.803,-2.396,-1.403,-2.935,-3.322,-2.666,-2.68,-2.387,-2.462,-2.497,-0.978,-1.556,-1.083,-0.892,-1.19,-3.322,-1.702,-1.015,-2.65,-2.257
"hsa-miR-29b-2-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-103a-2-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-103a-3p",0.588,0.525,0.79,0.972,1,0.326,0.57,-0.051,0.771,0.957,0.62,0.355,1.08,0.761,1.141,1.259,0.638,0.371,0.635,0.742,0.906,0.904,0.989,0.959,0.694,1.206,0.598,0.527,0.996,0.917,1.437,1.467,-0.929,0.791,0.189,-0.025,0.855,1.638,1.06,0.418
"hsa-miR-105-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.259,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-105-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-106a-5p",-1.818,-1.865,-2.991,-3.015,-1.55,-2.219,-3.019,-3.322,-3.322,-2.386,-3.023,-1.674,-2.072,-2.537,-2.531,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.723,-3.322,-2.925,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-106a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-107",-0.466,-0.815,-0.587,-0.014,0.291,-0.988,-0.723,-1.777,-0.722,0.042,-0.508,-0.504,-0.123,-0.314,0.103,0.082,-0.61,0.431,-0.47,-0.194,-0.405,-0.057,0.195,-0.219,0.561,-0.05,0.63,0.101,0.36,-0.243,-0.388,-0.41,-2.743,-0.657,-0.644,-0.2,-0.43,-0.373,-0.396,-1.553
"hsa-miR-16-2-3p",-2.24,-2.123,-1.964,-2.633,-3.322,-2.362,-2.628,-2.179,-2.921,-2.205,-2.335,-1.798,-2.639,-2.141,-2.661,-2.53,-3.286,-3.322,-3.322,-2.883,-3.091,-2.389,-2.374,-2.975,-3.067,-2.717,-3.124,-3.322,-2.112,-2.902,-2.814,-1.945,-3.322,-2.615,-3.322,-3.322,-2.838,-2.451,-2.619,-2.869
"hsa-miR-192-5p",-2.787,-3.322,-3.322,-3.169,-3.322,-3.322,-3.322,-3.322,-3.322,-2.613,-3.322,-3.287,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-192-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.089,-3.322,-3.322,-3.322,-3.322,-2.573,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-196a-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.054,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-197-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-197-3p",-1.435,-1.252,-1.83,-2.153,-2.5,-1.937,-1.401,-1.672,-2.452,-1.912,-2.088,-1.267,-2.213,-2.029,-2.477,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-198",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-199a-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.269,-1.447,-1.55,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.446,-2.949,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-208a-3p",-3.322,-3.322,-3.322,-3.322,-2.702,-3.322,-3.322,-3.322,-1.404,-2.259,-3.322,-3.322,-3.322,-3.322,-2.652,-2.614,-3.184,-3.268,-2.7,-2.483,-3.322,-3.147,-3.009,-1.911,-2.19,-1.234,-1.709,-1.458,-1.556,-1.667,-1.703,-2.094,-3.322,-3.272,-3.322,-3.276,-2.872,-3.322,-3.191,-3.322
"hsa-miR-129-5p",-2.382,-2.274,-2.625,-2.76,-3.322,-2.523,-2.525,-1.164,-1.735,-2.007,-2.277,-2.141,-2.351,-2.276,-2.091,-2.114,-2.437,-2.017,-2.165,-2.236,-2.279,-3.281,-2.69,-1.637,-2.025,-1.877,-1.842,-1.913,-3.322,-2.295,-3.024,-2.413,-3.164,-2.536,-2.087,-1.998,-1.938,-2.283,-1.997,-3.322
"hsa-miR-129-1-3p",-0.14,-0.245,-1.479,-1.169,-0.678,-0.361,-0.337,-0.78,-0.489,0.304,-0.886,-1.201,-0.3,-0.923,0.726,-0.364,-0.294,-0.083,-0.249,-0.607,-0.686,-0.767,-0.777,-0.629,-0.432,-0.516,-0.023,-0.464,-0.444,-0.894,-1.446,-1.275,-1.624,-0.708,-0.858,0.186,-1.096,-1.516,-1.075,-1.276
"hsa-miR-148a-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-148a-3p",-3.322,-3.322,-3.101,-2.861,-2.352,-3.089,-3.033,-3.322,-2.873,-2.149,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-30c-5p",0.215,-0.337,-0.433,-0.473,0.275,-0.306,0.54,-0.408,0.661,1.22,0.452,0.287,0.31,0.283,0.155,-0.182,-0.192,-0.588,-0.175,-0.498,0.77,0.895,0.738,0.323,0.234,0.531,0.354,0.625,0.414,0.548,1.122,1.251,0.216,-0.024,-0.12,-1.534,-0.448,0.268,-0.455,-0.255
"hsa-miR-30c-2-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.145,-3.322,-3.322,-3.322,-3.079,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-30d-5p",0.375,0.089,-0.582,-0.622,-0.693,0.038,-0.12,-0.946,-0.943,0.148,-0.772,0.064,-0.463,-0.27,-0.711,-0.13,-0.479,-0.541,-0.416,0.012,0.418,0.32,0.173,-0.134,-0.253,0.431,0.001,-0.235,0.259,0.155,0.282,0.436,-0.02,0.745,-0.468,-0.839,-0.195,0.269,-0.084,0.284
"hsa-miR-30d-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-139-5p",-2.668,-2.067,-1.793,-2.559,-3.065,-2.962,-3.062,-2.475,-2.801,-2.569,-2.42,-1.935,-2.791,-2.414,-2.945,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.252,-3.322,-3.157,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-139-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-147a",-1.256,-0.941,-0.078,-0.364,0.311,-1.455,-1.992,-0.437,-1.237,-2.245,-0.479,-1.67,-0.512,-1.707,0.234,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.238,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-7-5p",-1.586,-0.954,-0.362,-0.575,-1.024,-0.642,-1.491,-1.997,-1.2,-1.201,-1.737,-0.307,-1.855,-1.88,-1.152,-0.904,-1.745,-1.543,-0.962,-0.468,-0.885,-0.772,-1.104,-1.259,-0.321,-1.128,-1.126,-0.813,-1.484,-1.252,-1.391,-0.53,-1.41,-0.391,-1.949,-1.602,-0.883,-1.022,-0.941,-1.429
"hsa-miR-7-1-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-7-2-3p",0.043,0.289,-0.33,-0.089,-0.348,-0.369,-0.404,-0.453,0.157,0.304,-0.106,-0.548,0.215,-0.131,0.161,-1.391,-0.217,-0.366,-0.169,-0.825,-0.3,-0.517,-0.188,-0.143,-0.078,-0.588,-0.317,-0.426,-0.392,-0.372,-0.403,-0.191,-1.539,-1.305,-0.272,-0.12,-0.864,-0.29,-0.478,-0.957
"hsa-miR-10a-5p",0.284,0.095,0.191,-0.5,-1.178,-0.674,-0.389,-1.142,0.025,-0.044,-0.781,-0.403,0.12,-0.297,-1.347,-3.125,-3.322,-3.322,-3.322,-2.949,-2.409,-1.898,-1.999,-2.897,-2.085,-2.918,-2.532,-2.721,-1.999,-2.625,-2.106,-1.159,-2.73,-2.614,-3.183,-3.308,-3.322,-2.026,-3.322,-1.246
"hsa-miR-10a-3p",-3.322,-3.322,-3.322,-3.322,-2.65,-1.658,-2.941,-3.231,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.759,-1.642,-0.915,-2.325,-1.76,-2.178,-0.923,-0.975,-1.465,-1.688,-1.957,-1.737,-1.739,-1.572,-1.769,-1.631,-2.134,-2.695,1.508,-1.78,-1.009,-1.266,-2.122,-2.141,-1.635,-2.205
"hsa-miR-10b-5p",-2.417,-2.839,-2.687,-3.31,-3.322,-2.604,-2.586,-2.977,-1.467,-2.035,-3.108,-1.671,-3.322,-3.048,-2.237,-1.429,-2.767,-1.784,-2.564,-1.942,-1.724,-1.23,-1.116,-1.937,-2.033,-1.92,-1.408,-1.217,-1.234,-2.363,-2.308,-1.673,-1.586,-1.139,-1.642,-1.244,-1.904,-2.329,-1.844,-1.108
"hsa-miR-10b-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-34a-5p",-2.381,-2.216,-2.432,-3.023,-2.898,-2.653,-3.322,-1.693,-3.322,-3.196,-2.928,-3.142,-2.875,-3.139,-1.868,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.46,-2.609,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-34a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-181a-5p",-1.592,-2.337,-1.705,-1.172,-1.466,-1.115,-1.822,-3.322,-1.853,-0.776,-2.067,-2.297,-1.811,-2.638,-1.274,-1.643,-3.322,-1.972,-2.273,-1.997,-2.036,-1.89,-1.64,-2.2,-1.565,-1.971,-1.193,-1.648,-1.489,-1.917,-1.573,-1.53,-3.322,-1.008,-3.322,-3.322,-1.832,-1.802,-2.076,-3.228
"hsa-miR-181a-2-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.654,-3.126,-3.086,-3.322,-3.322,-3.322,-3.322,-3.322,-3.152,-3.201,-2.605,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-181b-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.229,-3.322,-3.322,-3.124,-3.308,-3.322,-3.322,-3.219,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-181b-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-181c-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-181c-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-182-5p",-3.322,-3.322,-2.915,-3.322,-2.417,-1.252,-2.46,-1.852,-1.079,-2.32,-3.224,-0.744,-3.322,-2.759,-3.094,-2.698,-3.322,-3.322,-3.322,-3.322,-3.322,-2.757,-3.285,-3.322,-3.322,-3.036,-3.234,-3.322,-2.742,-3.322,-3.322,-3.322,-1.449,-2.05,-1.938,-3.322,-3.171,-2.974,-3.152,-2.92
"hsa-miR-182-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-183-5p",-0.796,-1.366,-1.076,-1.261,-0.758,-1.352,-0.787,-2.055,0.131,0.451,-0.816,-0.727,-0.951,-0.419,-1.282,-1.174,-1.461,-2.055,-1.923,-1.511,-1.988,-1.554,-1.921,-1.635,-1.895,-1.339,-1.903,-1.858,-1.106,-1.463,-0.212,0.033,-0.639,-1.656,-1.93,-2.872,-1.458,-0.243,-1.471,-0.213
"hsa-miR-183-3p",-3.241,-3.196,-2.481,-3.322,-3.322,-2.889,-3.322,-2.65,-2.809,-2.983,-2.924,-3.059,-3.322,-3.041,-3.322,-3.322,-2.62,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.03,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-187-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-187-3p",-0.448,-0.639,-0.46,-0.521,0.149,-1.181,-0.85,-0.395,-0.921,-0.836,-0.568,-0.826,-0.713,-0.448,-0.36,0.1,0.688,0.076,0.133,-0.043,0.226,-0.21,-0.064,0.578,0.375,0.47,0.513,0.355,0.112,0.227,0.333,0.508,-0.251,-0.284,1.241,0.027,0.355,0.346,0.336,-0.997
"hsa-miR-196a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.772,-2.533,-3.151,-3.322,-3.322,-3.322,-2.57,-2.889,-1.974,-2.618,-1.548,-1.837,-1.725,-1.346,-2.187,-2.067,-1.973,-2.682,-2.157,-1.88,-2.434,-2.268,-2.339,-1.901,-1.986,-1.774,-2.403,-2.531,-2.807,-2.291,-2.589,-1.951
"hsa-miR-199b-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.256,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-203a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-2.567,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-204-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.308,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-204-3p",-0.563,-0.22,0.364,0.18,1.007,0.854,-0.353,-0.113,0.706,-0.472,0.407,-0.476,0.46,-0.201,0.556,-0.131,0.223,0.447,-0.03,0.332,-0.389,-0.144,-0.615,0.728,0.713,0.278,0.464,0.631,-0.237,0.534,0.476,0.583,-0.427,0.495,0.186,0.603,0.203,0.144,0.257,-1.114
"hsa-miR-205-5p",-2.762,-2.347,-3.322,-3.322,-3.322,-2.669,-3.304,-3.322,-3.322,-2.165,-3.238,-3.283,-3.322,-3.274,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.506,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-205-3p",0.611,0.535,-0.484,-0.21,0.713,1.923,0.666,-0.986,-0.559,-0.772,-0.028,0.438,-0.232,0.756,-1.585,-1.147,-1.218,-1.048,-1.165,-1.015,-0.851,-1.496,-1.496,-1.613,-1.606,-1.382,-1.461,-1.004,-1.137,-0.987,-1.036,-0.367,1.84,-0.548,-0.944,-0.542,-1.129,-1.046,-1.125,0.67
