"","GSM4118113","GSM4118114","GSM4118115","GSM4118116","GSM4118117","GSM4118118","GSM4118119","GSM4118120","GSM4118121","GSM4118122","GSM4118123","GSM4118124","GSM4118125","GSM4118126","GSM4118127","GSM4118128","GSM4118129","GSM4118130","GSM4118131","GSM4118132","GSM4118133","GSM4118134","GSM4118135","GSM4118136","GSM4118137","GSM4118138","GSM4118139","GSM4118140","GSM4118141","GSM4118142","GSM4118143","GSM4118144","GSM4118145","GSM4118146","GSM4118147","GSM4118148","GSM4118149","GSM4118150","GSM4118151","GSM4118152","GSM4118153","GSM4118154","GSM4118155","GSM4118156","GSM4118157","GSM4118158","GSM4118159","GSM4118160","GSM4118161","GSM4118162","GSM4118163","GSM4118164","GSM4118165","GSM4118166","GSM4118167","GSM4118168","GSM4118169","GSM4118170","GSM4118171","GSM4118172","GSM4118173","GSM4118174","GSM4118175","GSM4118176","GSM4118177","GSM4118178","GSM4118179","GSM4118180","GSM4118181","GSM4118182","GSM4118183","GSM4118184","GSM4118185","GSM4118186","GSM4118187","GSM4118188","GSM4118189","GSM4118190","GSM4118191","GSM4118192","GSM4118193","GSM4118194","GSM4118195","GSM4118196","GSM4118197","GSM4118198","GSM4118199","GSM4118200","GSM4118201","GSM4118202","GSM4118203","GSM4118204","GSM4118205","GSM4118206","GSM4118207","GSM4118208","GSM4118209","GSM4118210","GSM4118211","GSM4118212","GSM4118213","GSM4118214","GSM4118215","GSM4118216","GSM4118217","GSM4118218","GSM4118219","GSM4118220","GSM4118221","GSM4118222","GSM4118223","GSM4118224","GSM4118225","GSM4118226","GSM4118227","GSM4118228","GSM4118229","GSM4118230","GSM4118231","GSM4118232","GSM4118233","GSM4118234","GSM4118235","GSM4118236","GSM4118237","GSM4118238","GSM4118239","GSM4118240","GSM4118241","GSM4118242","GSM4118243","GSM4118244","GSM4118245","GSM4118246","GSM4118247","GSM4118248","GSM4118249","GSM4118250","GSM4118251","GSM4118252","GSM4118253","GSM4118254","GSM4118255","GSM4118256","GSM4118257","GSM4118258","GSM4118259","GSM4118260","GSM4118261","GSM4118262","GSM4118263","GSM4118264","GSM4118265","GSM4118266","GSM4118267","GSM4118268","GSM4118269","GSM4118270","GSM4118271","GSM4118272","GSM4118273","GSM4118274","GSM4118275","GSM4118276","GSM4118277","GSM4118278","GSM4118279","GSM4118280","GSM4118281","GSM4118282","GSM4118283","GSM4118284","GSM4118285","GSM4118286","GSM4118287","GSM4118288","GSM4118289","GSM4118290","GSM4118291","GSM4118292","GSM4118293","GSM4118294","GSM4118295","GSM4118296","GSM4118297","GSM4118298","GSM4118299","GSM4118300","GSM4118301","GSM4118302","GSM4118303","GSM4118304","GSM4118305","GSM4118306","GSM4118307","GSM4118308","GSM4118309","GSM4118310","GSM4118311","GSM4118312","GSM4118313","GSM4118314","GSM4118315","GSM4118316","GSM4118317","GSM4118318","GSM4118319","GSM4118320","GSM4118321","GSM4118322","GSM4118323","GSM4118324","GSM4118325","GSM4118326","GSM4118327","GSM4118328","GSM4118329","GSM4118330","GSM4118331","GSM4118332","GSM4118333","GSM4118334","GSM4118335","GSM4118336","GSM4118337","GSM4118338","GSM4118339","GSM4118340","GSM4118341","GSM4118342","GSM4118343","GSM4118344","GSM4118345","GSM4118346","GSM4118347"
"hsa-miR-214-3p",1.01567,0.42027,0.84004,0.74344,1.29626,0.63238,1.00588,0.79101,0.92483,1.06749,0.61688,0.96187,0.68412,1.07544,0.67497,0.48829,0.52309,1.22859,0.76786,1.00374,0.5609,0.80584,0.25029,0.64573,0.5032,0.51044,0.92971,0.44646,0.18725,1.4835,0.11772,1.33792,0.51701,2.04351,0.86944,1.06306,0.59968,1.3154,0.52078,0.59438,1.26138,0.62775,0.94183,0.26453,0.72717,0.33729,1.34022,1.26584,0.75725,0.96181,0.5641,1.47638,-0.14242,1.20651,1.48562,1.15965,0.54872,0.69054,0.94846,0.42113,0.68155,0.56832,0.58282,0.75409,1.07096,0.22715,2.11735,0.57853,2.37706,0.50612,0.6719,1.0567,0.47145,0.70329,0.77233,0.50289,0.84195,0.34292,0.56753,1.17961,0.91968,0.96201,0.98125,0.75175,0.95261,0.71542,0.591,0.74614,0.90649,0.73264,0.83825,1.00479,0.97599,0.6935,0.78174,0.56349,0.86798,0.39381,0.54673,0.33567,0.32056,0.85006,0.42271,0.41642,0.70778,0.2858,0.31257,1.22059,0.49469,1.62246,0.5672,0.6413,0.72369,1.36493,0.78967,0.45519,0.79389,0.65744,0.08045,0.18799,0.84926,0.73752,0.2744,0.85895,0.13421,0.34025,1.11576,0.69672,-0.27756,0.93894,1.19571,0.59076,1.85318,0.5413,-0.02136,0.29668,0.6852,0.37329,0.98093,0.68466,0.4617,1.43552,0.63264,0.62515,0.74787,0.74765,0.82647,0.63404,1.38848,1.15279,0.78578,0.52629,0.61205,1.75261,0.80862,0.42199,0.58671,0.70438,0.37963,0.87115,1.01293,0.25651,0.39177,0.58632,0.68663,0.58856,1.1155,0.94309,0.86758,0.27886,0.61189,1.30246,0.07541,0.71804,0.43453,1.0813,0.4321,0.40588,-0.05157,0.3269,0.61743,0.02133,0.94653,0.06386,0.59807,0.60665,0.43716,0.5633,0.85354,0.04161,0.2919,-0.00618,0.50329,1.14359,0.08097,0.56374,1.12342,0.59729,0.88684,0.53717,0.25598,0.21946,0.98013,1.18364,0.54836,0.42396,1.21402,1.24714,-0.44728,-0.38447,1.04834,0.90038,0.05297,1.00942,0.34347,1.03255,0.49707,0.7825,1.03559,0.39633,0.67753,0.94449,0.68659,0.65803,0.65057,0.91541,0.29435,0.73129,0.97156,0.89947,0.43082,0.59247,0.64951,0.63821,0.64571
"hsa-miR-96-3p",0.20757,0.52227,0.51425,0.56557,1.08518,0.79566,0.78751,0.5676,0.92185,1.39856,1.0442,0.92132,1.18982,0.89952,0.67667,0.24792,0.75943,1.46602,0.99568,1.00908,0.73597,0.79416,0.56199,0.64744,0.51933,0.9776,0.86744,0.91868,0.14977,0.72671,0.81486,1.56886,0.64562,1.45949,0.51712,0.88292,0.65528,1.05406,0.36595,0.79318,0.94464,0.05236,0.83318,-0.04011,0.73845,0.28246,1.80362,0.67999,0.95057,1.24526,0.6258,1.53198,0.23712,1.18751,1.41878,1.15679,0.37319,1.08715,0.6526,1.07323,0.64099,0.84169,0.66537,0.74114,0.49347,0.94234,1.42833,0.47612,2.16541,1.03576,0.79522,1.26935,0.65443,0.71942,0.67453,0.51902,0.42448,0.24312,0.58229,0.96551,0.68302,1.16711,0.90748,1.01398,1.08708,1.05375,0.4437,1.03451,0.99907,0.59853,0.66592,0.34405,1.26928,0.75663,0.58536,0.81278,0.56054,0.48478,1.33058,1.23686,0.41315,0.7379,1.37557,0.57707,1.52063,0.68999,0.54488,0.4027,0.4845,0.8409,0.44033,0.91166,0.99589,2.4097,0.53869,0.48289,0.78914,0.56595,-0.08955,0.56778,0.91144,1.26531,0.35742,0.5747,0.46251,0.55067,1.01845,0.51391,-0.24017,0.70343,0.68632,0.69543,0.84441,0.71574,0.06406,0.2461,0.51562,0.57979,0.89412,0.7846,0.42114,0.95673,0.78609,0.80552,0.56394,1.29298,0.47847,0.43252,1.32173,1.41015,0.65476,0.52331,0.67556,1.23292,0.82338,0.38143,0.96385,0.55603,1.60108,0.67991,0.49543,0.05439,0.38702,0.99819,0.68663,0.87832,0.69481,0.69566,0.8574,0.1641,0.31805,0.6505,0.2107,0.34843,0.46763,0.49338,0.16996,0.85393,-0.00397,0.5565,0.51646,0.25679,0.76048,0.03566,0.25014,0.55321,0.56549,0.5633,1.11337,0.28608,0.19363,0.13236,0.55889,0.73931,-0.09963,0.72342,0.73758,0.7563,0.65811,0.67131,0.16475,0.57558,1.03275,0.5841,0.40483,0.53448,0.34172,0.72521,-0.41432,-0.24752,1.49227,1.18155,-0.00999,1.13474,0.36246,0.50139,0.43896,0.91111,0.67685,0.81116,0.66585,0.40733,0.89921,0.40207,0.83713,1.18276,0.14883,0.4166,0.95988,0.98249,0.42813,0.55624,0.74026,0.97386,0.7079
"hsa-miR-143-5p",1.87227,0.26837,0.88958,0.26036,0.73506,0.79566,0.99473,0.94452,1.2301,0.78686,0.37667,0.76033,0.72146,1.03554,0.62908,0.38362,0.63114,1.64967,0.96122,1.17285,0.66019,0.50101,0.34384,0.63996,0.82152,0.51321,0.32745,0.38326,0.00294,0.43648,0.58034,1.62754,0.54655,2.38822,0.53284,0.913,0.35046,0.47915,0.39023,0.24326,0.97017,0.05988,0.41134,-0.09599,0.78001,0.08247,1.33577,0.95892,1.33791,0.99135,0.3529,1.22671,-0.06129,0.77049,1.05792,1.10377,0.63414,0.58357,0.06702,0.35541,0.77567,0.57414,0.54844,0.68813,0.55021,0.676,1.57195,0.41538,2.19023,0.75586,0.51081,0.78082,0.87386,0.58231,0.46369,0.31488,0.61246,0.29702,0.61849,1.05862,1.01601,0.86888,1.35445,1.02898,0.44479,1.07083,0.62035,0.83594,0.85033,0.62419,1.00359,0.76004,1.8969,0.91301,0.58159,0.73918,0.89026,0.98163,0.62786,0.76952,0.37967,0.73482,1.15421,0.94593,0.86077,0.2856,0.32527,0.55746,0.43149,1.87446,0.52174,0.55813,0.68379,1.31435,0.54165,0.87829,0.61074,0.44765,0.07467,0.49418,1.18667,1.25998,0.97289,0.82206,0.41491,0.3721,1.01028,0.59496,-0.18837,0.60436,2.49675,0.28601,0.41946,0.99499,0.32729,0.40075,1.10839,0.54562,0.83291,1.03794,0.45524,1.11011,0.79235,0.90734,1.12146,0.85207,0.41773,0.9413,1.27413,1.26409,0.64728,1.20101,0.99522,1.38931,1.09981,0.21605,0.48882,0.28584,0.98214,1.12959,0.66961,0.30934,0.5926,1.17056,1.12482,0.62067,0.71081,0.97311,0.72028,0.5632,0.24227,1.15516,0.72935,0.15953,0.28279,0.68315,-0.02503,0.79271,-0.29341,0.24167,0.34309,-0.22778,0.59177,-0.07052,0.7867,0.72208,0.85211,1.10486,0.83995,0.37374,0.01392,0.00411,0.45426,0.73891,-0.36467,0.36707,0.80596,0.69585,0.58296,0.13366,0.0327,0.38801,1.47497,0.91431,0.58779,0.25968,1.03452,1.26942,-0.47617,-0.10913,1.96763,0.6678,0.05602,0.98942,0.41903,1.07267,0.59534,0.53547,0.55411,0.40947,0.83286,0.73932,0.90436,0.53705,1.48588,1.46608,0.38144,0.81242,0.63123,0.80537,0.69713,0.71263,1.05867,0.55504,0.77073
"hsa-miR-218-1-3p",0.51466,0.39471,0.91461,1.05338,0.67966,1.1771,0.99516,0.67071,1.26268,0.54469,0.30851,1.28217,0.68383,1.12335,0.46553,0.50728,0.83573,0.7737,0.78685,1.28755,0.57494,0.63224,0.28283,0.6369,0.89943,1.01746,0.7147,0.70717,0.21369,0.95098,0.69535,1.13586,0.68454,1.46009,0.41881,0.92278,0.64065,1.04632,0.57007,1.11402,1.02378,0.11217,0.90119,0.18749,1.13573,0.46256,1.55238,1.35738,0.97291,2.08682,0.48429,1.11756,-0.00541,0.55561,1.3558,1.08993,0.40336,1.05341,1.71133,0.74664,0.52438,0.9995,0.70809,0.67428,0.48502,0.95402,1.13815,0.61839,2.6506,0.87636,0.5516,0.73243,0.70027,0.611,0.88363,0.68253,0.83969,0.36165,0.48984,1.11206,0.59061,1.37578,1.04645,0.84329,0.79075,1.02845,0.57866,0.51936,0.8397,0.56847,1.04559,0.76004,0.99055,0.94002,0.62428,0.46778,0.60687,0.34097,1.32725,0.99537,0.50969,0.75932,1.05576,0.99741,1.04637,0.30479,0.81582,0.41122,0.7614,1.02317,0.52174,0.67283,0.79849,0.70874,0.39979,1.34139,1.07661,0.39225,0.33883,0.53404,0.44075,0.39702,0.28156,0.33467,0.41491,0.24796,0.63488,0.14737,-0.24603,1.02436,0.70775,0.18996,0.5724,0.91213,0.24859,0.31072,0.59193,1.184,0.95341,0.70391,0.59441,1.18525,1.22378,0.76006,0.87494,0.53432,0.44473,0.79255,1.46935,1.12693,0.8025,0.47571,0.66711,1.94524,0.75626,0.24176,0.65416,0.55376,0.46489,0.59592,0.69662,0.33966,0.44683,0.94833,0.94423,0.6211,0.58639,0.75547,0.47729,0.20221,0.33999,0.90117,0.34296,0.36597,0.76835,0.74047,-0.1079,0.91373,-0.11055,0.13447,0.59858,0.25966,1.18114,-0.10766,0.99615,0.77385,0.50919,0.49358,0.80281,0.33996,0.05378,0.10132,0.52902,0.67564,-0.0832,0.55641,0.94983,0.48329,0.54683,0.47805,0.20313,0.26668,0.4463,1.81765,0.91649,0.33482,0.63283,0.93984,-0.41372,-0.16707,1.26243,0.97443,-0.08585,0.74656,0.33818,0.57817,0.68964,0.88455,0.92431,0.82285,0.54332,0.5465,0.85601,0.75914,1.22792,0.54487,0.67225,0.4846,0.92864,1.22492,0.1502,0.39182,0.71219,1.05883,1.1326
"hsa-miR-126-3p",2.06506,0.35832,0.50073,0.28482,0.43125,0.83698,1.11431,0.77824,0.56916,0.95974,0.9034,1.42611,0.83036,0.86115,0.62908,0.66197,0.78034,1.07854,1.24263,1.2677,0.74463,0.53453,0.11777,0.94376,0.5282,0.53443,0.90143,0.65226,0.17492,0.61427,0.6933,1.02227,0.60243,1.71276,0.51998,0.57853,0.45968,1.32141,0.56429,1.11799,0.69384,0.27186,1.02167,0.11355,0.55997,0.47717,2.04415,1.27527,0.97481,0.70048,0.49684,1.62262,0.09325,0.79171,1.73318,1.04461,0.40562,0.69708,0.8812,0.62254,0.63566,0.73259,0.54159,1.02646,0.7491,0.74686,1.5973,0.37137,2.27585,0.62562,0.50396,1.11929,0.61919,0.76009,0.42959,0.46472,0.87603,0.17875,0.70129,1.05493,1.08176,0.99023,1.1254,0.8185,0.51827,1.31559,0.615,0.89783,1.09145,1.03383,0.9727,0.57536,1.12848,0.93423,0.74039,0.59025,0.91185,0.42762,1.2934,0.36243,0.13954,0.86871,0.72043,0.9388,0.6997,0.58788,0.85363,0.66314,0.52144,1.46484,0.53097,0.93747,1.30968,0.98205,0.69145,1.28278,0.22966,0.4973,0.06863,0.5002,0.30332,0.43483,0.54695,0.30404,0.26486,0.35742,0.71384,0.1566,-0.19441,1.02436,3.30662,0.15934,0.86865,1.53732,0.10187,0.38761,0.73827,0.76152,0.9266,0.64478,0.45697,0.99081,0.72383,0.81317,0.78568,0.1681,0.19771,0.80178,1.63154,1.6216,0.84258,0.63974,0.5448,0.99037,0.71196,0.18263,0.59594,0.34886,0.83324,0.76132,0.20097,0.07037,0.64257,1.2457,0.87822,0.96895,0.75442,0.47408,1.25594,0.23429,0.28408,1.47991,0.0617,0.34649,0.27889,0.6778,0.16462,1.02934,0.0622,0.35462,0.4593,0.01324,0.46925,-0.03794,0.49501,0.49891,0.31113,0.56931,0.54345,0.16827,-0.26179,0.59502,0.7974,0.80965,-0.17323,0.59766,0.65406,0.45596,1.30997,1.04731,-0.12842,0.31412,0.56536,0.91269,0.55759,0.16931,0.33634,0.74612,-0.43184,-0.16106,1.52475,1.32951,0.02805,1.36351,0.21241,0.69189,0.80471,1.06416,0.82568,0.9018,0.98036,0.79443,0.5356,0.22373,0.27413,1.31602,0.04112,0.41605,1.11966,1.06922,0.34413,0.54189,0.52777,1.27169,0.50142
"hsa-miR-181c-5p",1.70979,0.2176,1.04547,1.02522,0.77534,0.60669,1.09659,0.75713,0.73234,0.75172,1.01027,1.06607,0.93962,0.85192,0.64578,0.61595,0.74911,1.62625,0.67708,0.82541,0.73463,0.61158,0.36082,0.75987,0.36206,0.54221,1.4104,0.45584,0.28818,1.07918,1.28899,1.42417,1.03915,1.76771,0.67592,0.92477,0.58773,0.47426,0.35321,1.36037,0.54584,0.22584,0.59341,-0.1646,0.5426,0.23926,1.49245,1.23847,1.04868,1.42059,0.65569,1.26637,0.15042,0.35669,1.81665,1.04865,0.39001,1.15308,0.98022,0.65175,0.63566,0.88641,0.92155,0.98967,0.43658,1.55126,1.88227,0.54173,2.3177,1.03184,0.71523,0.87267,0.674,0.70028,0.61763,0.37076,0.44999,0.20474,0.56135,1.05861,0.89049,0.981,0.84558,0.9506,0.88643,0.65492,0.59261,1.03059,0.86708,1.2183,0.80437,0.37394,0.9371,0.72804,0.71556,0.91943,0.26461,0.62028,1.06903,0.71987,0.22875,0.85948,0.68635,0.57707,0.83231,0.67438,0.61068,0.71977,0.2715,0.98864,0.5636,1.10422,0.67958,0.75646,0.72407,0.61982,0.5557,0.38519,0.42811,0.27462,1.02419,0.38141,0.47199,0.27281,0.39931,0.62913,0.46891,0.04429,-0.1449,1.4098,0.89409,0.59076,0.68398,0.71182,0.22346,0.28132,0.34682,0.74054,0.87318,0.40949,0.52076,0.72629,0.8675,1.19355,0.96136,0.51116,0.66544,0.38933,1.16406,0.9028,0.59156,0.65144,0.40931,0.96798,1.26622,0.60423,0.6094,0.54042,0.76237,1.01985,0.4384,0.38378,0.21544,0.37625,1.04859,0.59294,0.51662,0.70202,1.29779,0.27013,0.23806,1.60158,0.06532,0.49654,0.56846,0.67894,0.40292,0.55959,-0.22732,1.08743,0.4845,0.19921,0.54499,0.09955,0.5874,0.72592,0.39028,0.89079,0.68711,0.7367,0.22352,0.22366,0.45782,1.12067,0.0536,1.08249,1.12342,0.69941,1.22078,0.65857,0.32498,0.36816,0.75691,1.16164,1.41863,0.42735,0.98459,0.85489,-0.47255,-0.30038,1.04834,0.27096,-0.06689,0.98826,0.57825,0.44481,0.61771,0.72458,0.463,0.59817,0.52132,0.53799,0.65727,0.51479,0.81618,0.9124,0.30604,0.57141,0.79674,0.8721,0.56299,0.52629,1.00902,0.42419,0.6814
"hsa-miR-152-5p",0.80913,0.47156,0.6819,0.58224,0.6169,0.65433,0.87778,0.70094,0.7644,0.53864,0.81118,0.94802,0.85317,0.64948,0.65968,0.59755,0.73162,1.11874,0.8173,1.30791,0.87998,0.55116,0.37642,1.10402,0.69381,0.76085,0.67747,0.66994,0.22871,1.06035,0.99043,1.2305,0.85139,1.63428,0.78818,0.68336,0.5416,0.96696,0.79347,1.41542,1.11631,0.3457,0.69928,0.04543,0.96949,0.19977,1.38981,1.6006,1.06243,0.78473,0.39873,1.66876,-0.01373,0.71814,1.29117,1.35133,0.49588,1.18987,0.93837,0.32071,0.54342,1.05365,0.62874,0.77139,0.5666,0.37854,0.97453,0.66879,1.88841,1.51664,0.58821,0.74612,0.65729,1.09598,0.82193,0.55392,0.35405,0.46339,0.29788,1.08875,1.39285,1.37843,1.06143,0.63111,1.12055,0.96354,0.58092,0.78197,1.01574,0.70257,0.92398,0.63155,1.01567,0.86066,0.73116,0.96548,0.53341,0.24118,0.16056,0.71717,0.4354,1.03478,0.64686,1.15866,0.80842,0.92487,0.16424,0.54795,0.2935,1.25171,0.61201,1.16368,0.4661,1.30603,0.68222,0.04469,1.47072,0.8005,0.26271,0.65167,1.64641,1.22048,0.5472,0.5747,0.55062,0.53808,1.21328,0.33361,-0.01081,1.65108,0.85887,0.83896,1.11648,0.58099,0.09609,0.34812,0.59435,0.53823,0.85436,0.66937,0.6297,0.94841,0.65592,0.43175,0.77847,0.91669,0.53889,0.04332,1.30347,0.93959,0.31341,0.89252,0.45552,0.57328,1.00275,0.55811,0.73455,0.18773,1.00359,0.62156,0.30514,0.21403,0.22919,0.67174,0.84518,0.75582,0.72971,0.4953,0.47123,0.11843,0.30689,1.28682,0.02478,0.5868,0.9501,1.03448,0.34672,0.54289,-0.15873,0.27732,0.593,-0.15264,0.62222,-0.04626,0.58422,0.93609,0.55183,0.43585,1.27112,0.30685,0.07845,0.2713,0.60587,1.01681,0.08207,0.69498,1.08393,0.57847,1.24278,0.1657,-0.07281,0.47231,1.02016,0.61471,0.81011,0.33482,0.85251,0.67401,-0.41146,-0.34444,0.9385,0.75572,0.04288,1.03658,0.74317,0.37066,0.7914,0.77963,0.71952,0.89257,0.44736,0.68303,0.60419,0.4973,0.79736,0.92608,0.28603,0.31828,0.72203,0.99192,0.69023,0.54189,0.76538,0.80767,0.48708
"hsa-miR-133a-5p",0.66581,0.50599,0.47968,1.02655,0.80397,0.79566,1.14642,0.97711,0.87472,0.99591,1.23494,1.37669,0.8216,0.96153,0.64211,0.70108,0.09741,1.6634,1.06607,0.76067,0.94215,0.9193,0.41416,0.63758,0.3998,0.7094,0.77254,1.00009,0.20971,0.71739,0.38759,1.35738,0.54938,1.69105,0.69839,0.94638,0.73716,0.72553,0.56795,0.99635,0.85217,-0.10825,0.84908,-0.04011,0.75954,0.7275,1.48877,0.95881,0.92539,0.69447,0.56742,1.46879,0.31899,0.74308,1.97104,1.00727,0.40562,0.82613,1.26207,0.76331,0.63566,1.05691,0.94379,0.88124,0.42035,0.84743,1.24815,0.66095,2.23094,0.8122,0.60677,0.6678,0.49901,1.24603,0.60093,0.42461,0.64734,0.10361,0.52391,1.47253,0.68927,1.12041,0.91811,0.79891,0.88748,0.72484,0.58139,0.99314,1.12317,1.07649,1.09712,1.24367,1.32599,1.1288,1.14964,0.5692,0.93126,0.96924,0.21441,0.94233,0.28651,0.85948,0.47944,0.93279,0.84791,0.74384,0.76278,0.41076,0.34735,1.01088,0.52221,0.74612,0.44748,1.02466,0.44917,1.2898,0.67721,0.62636,0.24916,0.7042,0.45743,0.41005,0.41559,0.61244,0.10016,0.82057,0.75846,0.84401,-0.31511,1.03739,0.83787,0.34661,0.39237,0.67438,0.06406,0.44146,0.68319,0.50619,0.619,0.67651,0.53636,0.43493,0.8675,1.17732,0.56442,0.5322,0.89089,0.42707,1.41856,1.40528,0.30636,0.62519,0.60197,0.96932,1.07935,0.37657,0.68939,0.46356,0.77817,0.76179,0.54928,0.21403,0.36068,0.95107,1.09842,0.56024,0.45187,0.58374,0.5334,0.21372,0.42274,1.00863,0.07835,0.31386,0.66176,1.05942,0.44006,1.11996,-0.35384,0.31728,0.46342,0.16642,0.80108,0.34915,0.55265,0.72225,0.46482,0.71774,0.63407,0.54259,0.18877,-0.01635,0.62575,0.9161,-0.11938,0.81785,0.89414,0.49339,0.67114,0.13413,0.0548,0.47493,1.00259,0.88791,0.75706,0.55767,0.87575,0.6376,-0.46333,-0.29786,1.04834,0.77753,0.07151,1.14642,0.25607,0.49605,0.96141,0.81487,0.4253,0.52837,0.71342,0.92993,0.56778,0.59064,0.6636,0.63686,0.64398,0.47331,0.67684,0.8879,0.26771,0.37953,0.86479,1.13739,0.82487
"hsa-miR-26b-5p",1.10268,0.33393,0.74563,0.78625,1.04023,0.7925,1.04963,0.93726,0.91706,0.77372,0.54027,1.28126,0.86394,0.69229,0.84687,0.37076,1.06578,0.51781,0.94808,1.03239,0.78711,0.71323,0.37326,0.68165,0.29554,0.529,0.83928,0.80376,0.0674,0.76704,1.21077,1.43977,0.82094,1.97417,0.65808,1.09578,0.73669,1.56328,0.52704,0.50396,0.84293,0.1961,0.7962,0.14808,0.75918,0.66364,1.59042,0.94262,1.27139,0.6913,0.69449,1.2576,0.0374,0.36352,1.2589,1.15649,0.49995,1.01356,1.2799,0.64606,0.82839,0.83578,0.76256,0.98662,0.3414,0.99683,1.18322,0.60717,1.9031,0.48166,0.38145,0.8528,0.5556,0.52896,0.63046,0.41356,0.83317,0.32567,0.56818,0.90323,1.42918,1.00965,0.968,0.63943,1.13275,0.61374,0.61045,0.73737,1.0189,0.70222,0.81631,0.76004,0.58596,0.78051,1.17871,0.59898,0.81088,0.56936,0.41072,0.56286,0.33078,0.88902,0.9467,0.68254,1.00653,1.08388,0.58644,0.74896,0.42084,0.83212,0.63768,0.78893,0.434,1.31119,0.42898,0.79833,0.61411,0.53217,0.47965,0.34095,0.89778,0.91727,0.42136,0.61751,0.37507,0.6018,0.93101,0.46194,-0.23726,1.05301,0.64313,0.68509,0.64212,0.75696,0.20676,0.4724,0.62163,0.3702,0.68195,0.72094,0.62429,0.95673,0.66813,1.13701,0.55517,0.88466,0.67739,0.78378,1.40508,1.57536,0.63669,0.84385,0.78885,0.94751,0.7782,-0.01567,0.98716,0.38598,0.6705,1.2664,0.69957,0.34193,0.47601,0.94743,1.01886,0.57247,1.21925,0.89316,0.85709,0.30928,0.46508,0.62234,0.29969,0.39516,0.26965,0.41034,0.31969,0.50305,-0.05473,0.34546,0.61079,-0.02457,0.52577,0.17718,0.91645,0.6504,0.81226,0.69245,0.44662,0.45915,0.6115,0.03757,0.6403,1.05962,-0.04592,0.54764,0.44317,0.71224,0.96946,0.71698,0.23404,0.4508,0.59944,0.86611,0.33641,0.33166,0.66374,0.57497,-0.4716,-0.35675,1.26243,1.09918,0.01074,1.17507,0.39199,0.87148,0.78801,0.46065,0.37062,0.32981,0.54332,0.66912,1.07298,0.52802,0.64741,0.4914,0.25451,0.66932,0.96279,0.99157,0.3184,0.57054,0.62247,0.58763,0.75903
"hsa-miR-122-3p",1.3263,0.44759,0.98632,0.18561,0.5889,0.79566,0.81289,0.92839,0.71057,0.56953,0.76111,0.85758,0.77241,0.67206,1.01614,0.25603,1.05058,0.78503,0.51538,0.58692,1.10079,0.48347,0.24701,0.61329,0.22618,1.16508,0.90451,1.61789,0.26658,1.28847,0.39713,1.7439,0.82498,1.7509,0.7205,1.00425,0.45099,1.00646,0.15994,1.04939,1.5338,0.32174,0.55062,-0.00464,0.61614,0.83812,1.48919,1.20052,0.91618,0.71704,0.39086,1.80647,0.01997,0.97108,1.62975,0.73895,0.51672,0.56884,1.57082,0.81636,0.64911,0.64011,0.8316,0.90662,0.74787,1.27359,1.51332,0.41598,1.89673,1.29681,0.89047,0.49157,0.66133,0.84517,0.55221,0.63479,0.66776,0.60049,0.5904,0.9982,1.1615,1.15486,1.14155,0.68642,1.09398,0.87731,0.58034,1.06877,0.64584,0.90626,0.71292,0.77348,0.95079,0.84176,0.85888,0.93907,0.90279,0.56114,0.92902,1.00882,0.34359,0.48177,0.63763,0.43899,0.68727,1.10169,0.39119,0.34256,0.43865,0.85435,0.84126,1.22481,0.74176,1.05267,0.36003,0.43187,0.49656,0.26703,0.30624,0.50763,0.52393,0.4224,0.2351,0.57412,0.10449,0.66996,0.65589,0.47072,-0.21504,1.02378,0.81015,0.31244,0.6647,0.65268,0.08663,0.55238,0.72677,0.50561,1.1959,0.58037,0.54981,0.88198,0.89288,0.49982,0.56394,0.49446,0.33012,0.79255,1.27817,1.24225,0.82734,0.48916,0.7433,1.39903,0.53808,0.38955,0.59075,0.43927,0.57617,0.93341,0.50887,0.16531,0.22413,1.55371,0.83089,0.76356,1.06653,0.85825,0.78551,0.0905,0.53136,0.99627,0.29711,0.22608,0.54174,0.8652,0.4116,0.86204,-0.05157,0.50097,0.51646,0.06386,0.6886,-0.15141,0.5516,0.33774,0.43112,0.56272,1.09275,0.79607,0.01334,0.13523,0.44516,0.69574,-0.16919,0.5818,0.38477,0.41815,0.51271,0.62546,0.44232,0.39155,1.72437,1.20903,0.83268,0.44237,0.4834,0.32793,-0.53799,-0.25416,1.67029,0.72368,-0.13231,0.74154,0.26952,0.79322,0.75878,0.52636,0.62925,0.56021,0.82405,0.64264,0.53931,0.82612,0.83583,0.63151,0.31692,0.43291,0.97098,1.29571,0.57667,0.28109,0.81104,1.18985,0.49944
